uid, name, address, discord_handle, option, weight, time
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,唐晗,1,2022-10-28 13:26:40
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,白鱼,1,2022-10-28 13:26:40
30976,xiaoyao,0x60859ed309e5553b39bd66edf1a3c26473da3b6b,,Shawn,1,2022-10-28 13:26:40
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,,唐晗,1,2022-10-28 13:30:58
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,,白鱼,1,2022-10-28 13:30:58
28351,sirs,0x9e89a144f7c05eb0d258b61a71d00bca79e42715,,Shawn,1,2022-10-28 13:30:58
7191,robin,0x27aa5a880b512beaf40d1b2e0f256b09f5711444,,白鱼,1,2022-10-28 13:32:37
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,唐晗,1,2022-10-28 13:36:27
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,白鱼,1,2022-10-28 13:36:27
7027,Alex,0x42b81011a367d3c7f4e4b570fadd51209c93f287,alex🐋.eth#3436,Shawn,1,2022-10-28 13:36:27
26620,CyberCaf,0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34,,唐晗,1,2022-10-28 13:36:32
26620,CyberCaf,0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34,,白鱼,1,2022-10-28 13:36:32
26620,CyberCaf,0xab206fb4b72009c5c7e78c2a91b0b8e63fb73e34,,Shawn,1,2022-10-28 13:36:32
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,,唐晗,1,2022-10-28 13:36:54
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,,白鱼,1,2022-10-28 13:36:54
27187,Roy,0xece2bbab13b8b7aa5d1f1832ec9b1527f11224c0,,Shawn,1,2022-10-28 13:36:54
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,,唐晗,1,2022-10-28 13:37:09
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,,白鱼,1,2022-10-28 13:37:09
12858,shawnw,0x27b503fd677dd889ea3e7804df492d2d809e6052,,Shawn,1,2022-10-28 13:37:09
26640,zik,0x9d42a19e504f5f87f8b4edf7f9abf510a3026fab,zik#9003,唐晗,1,2022-10-28 13:37:30
26640,zik,0x9d42a19e504f5f87f8b4edf7f9abf510a3026fab,zik#9003,白鱼,1,2022-10-28 13:37:30
26640,zik,0x9d42a19e504f5f87f8b4edf7f9abf510a3026fab,zik#9003,Shawn,1,2022-10-28 13:37:30
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,唐晗,1,2022-10-28 13:38:04
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,白鱼,1,2022-10-28 13:38:04
27783,whychris.eth,0xaba775acf88723e05db5546bae58f10c20a9f061,,Shawn,1,2022-10-28 13:38:04
8906,DarkS,0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,Yohji#1575,唐晗,1,2022-10-28 13:38:13
8906,DarkS,0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,Yohji#1575,白鱼,1,2022-10-28 13:38:13
8906,DarkS,0x6cd5f918c5125f4e421c354e8b27d3bc9ff567f5,Yohji#1575,Shawn,1,2022-10-28 13:38:13
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,唐晗,1,2022-10-28 13:38:42
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,白鱼,1,2022-10-28 13:38:42
27782,Tanghan,0x01175ef4738b825cd12f4d1ff2d2904d52144531,,Shawn,1,2022-10-28 13:38:42
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,,唐晗,1,2022-10-28 13:42:48
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,,白鱼,1,2022-10-28 13:42:48
27690,Hoodrh,0xa6097a4adf23553623a7917bbbb28c7bb2a7775c,,Shawn,1,2022-10-28 13:42:48
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,,唐晗,1,2022-10-28 13:43:31
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,,白鱼,1,2022-10-28 13:43:31
28349,Queeny,0x7a6ff8906f68c0ceafdd61c2e5d39834cf0b39f1,,Shawn,1,2022-10-28 13:43:31
26646,Adazz,0x490ee9a3dfe5fa4c65a4a65b3fe178a3c12398a6,,签到票1,1,2022-10-28 13:43:34
26646,Adazz,0x490ee9a3dfe5fa4c65a4a65b3fe178a3c12398a6,,签到票2,1,2022-10-28 13:43:34
26646,Adazz,0x490ee9a3dfe5fa4c65a4a65b3fe178a3c12398a6,,签到票3,1,2022-10-28 13:43:34
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,唐晗,1,2022-10-28 13:44:54
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,白鱼,1,2022-10-28 13:44:54
7517,RebeccaWONG,0x13e283646f203ef6b24cd5c8ed5dbbf29dd0d39f,rebeccawong.eth#3764,Shawn,1,2022-10-28 13:44:54
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,,唐晗,1,2022-10-28 13:45:11
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,,白鱼,1,2022-10-28 13:45:11
26839,Bubble,0xfa860889ee6e3c715a5b76d998223df040b167da,,Shawn,1,2022-10-28 13:45:11
7160,kcpuppucino,0x9672c0e1639f159334ca1288d4a24deb02117291,,唐晗,1,2022-10-28 13:46:45
7160,kcpuppucino,0x9672c0e1639f159334ca1288d4a24deb02117291,,白鱼,1,2022-10-28 13:46:45
7160,kcpuppucino,0x9672c0e1639f159334ca1288d4a24deb02117291,,Shawn,1,2022-10-28 13:46:45
8899,WillJiang,0xd8015579d04d3205c8a35244c7ce64b0bd6de822,,唐晗,1,2022-10-28 13:52:45
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,唐晗,1,2022-10-28 13:55:28
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,白鱼,1,2022-10-28 13:55:28
30980,troublledyouth,0x20669775d663d9a461ef2b2efca8fe43954f4b13,,Shawn,1,2022-10-28 13:55:28
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,,唐晗,1,2022-10-28 13:55:40
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,,白鱼,1,2022-10-28 13:55:40
27711,ravenc,0x38f5df039b0f0fac72523eb0dea196c0e6811d4a,,Shawn,1,2022-10-28 13:55:40
12480,VeraSir,0x77bbfa1e9088b6763fdf18d4655421e81afaacee,,唐晗,1,2022-10-28 13:57:51
12480,VeraSir,0x77bbfa1e9088b6763fdf18d4655421e81afaacee,,白鱼,1,2022-10-28 13:57:51
12480,VeraSir,0x77bbfa1e9088b6763fdf18d4655421e81afaacee,,Shawn,1,2022-10-28 13:57:51
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,,唐晗,1,2022-10-28 13:59:43
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,,白鱼,1,2022-10-28 13:59:43
30981,Yumingze,0x103af2b33400a4f955744a7f70e749435444f808,,Shawn,1,2022-10-28 13:59:43
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,,唐晗,1,2022-10-28 14:00:53
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,,白鱼,1,2022-10-28 14:00:53
27779,Thomas.dh,0x991b1ade06d49454fd7a2caeaf31f908e00d1c63,,Shawn,1,2022-10-28 14:00:53
